?s	?p	?o
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9Kb2huX1N0cmFrZXI-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9oYXZlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9DaWdhcmV0dGVfY2FzZT4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<http://kgc.knowledge-graph.jp/data/SilverBlaze/Night_of_the_incident>
<http://kgc.knowledge-graph.jp/data/predicate/notContinue>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Not>	<http://kgc.knowledge-graph.jp/data/predicate/continue>
<http://www.w3.org/2002/07/owl#Nothing>	<http://kgc.knowledge-graph.jp/data/predicate/mark_of_type>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Wrist_double_wire>
<urn:rdf4j:triple:PDw8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL21hcmtfb2ZfdHlwZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQUNhc2VPZklkZW50aXR5L1JpZ2h0X3dyaXN0X2RvdWJsZV93aXJlPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Holmes>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/friend_of_father_of_Sutherland>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/father>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvbGFudGhhbnVtPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZXhpc3Q-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1NwZWNrbGVkQmFuZC9kZXNrX29mX2JlZHJvb21fb2ZfUm95bG90dD4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/SilverBlaze/All_of_stable>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofPart>	<http://kgc.knowledge-graph.jp/data/SilverBlaze/All>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EYW5jaW5nTWVuL0Vsc2llPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2VyaW91cz4gPGh0dHA6Ly93d3cudzMub3JnLzIwMDIvMDcvb3dsI05vdGhpbmc-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Statement>
<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Holmes>	<http://kgc.knowledge-graph.jp/data/predicate/put>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Knee>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L01vcnRpbWVyPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvbm90Q2FsbT4gPGh0dHA6Ly93d3cudzMub3JnLzIwMDIvMDcvb3dsI05vdGhpbmc-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L01vcnRpbWVyPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvYmVjb21lPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L0dvb2RfZnJpZW5kcz4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L1N0YW5kYWxlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvbWVldD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvRGV2aWxzRm9vdC9Nb3J0aW1lcj4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L1N0YW5kYWxlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvaGVhcj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvRGV2aWxzRm9vdC9uZXdzPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<http://kgc.knowledge-graph.jp/data/DevilsFoot/this_morning>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9DcmltaW5hbD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2N1dD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQWJiZXlHcmFuZ2UvY29yZF9vZl9iZWxsPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Thought_of_Holmes>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvSnVsaWE-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS91bmxvY2s-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1NwZWNrbGVkQmFuZC9iZWRyb29tX29mX0p1bGlhPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9Wb2ljZV9vZl90aGVfcGVvcGxlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZXF1YWxUbz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQWJiZXlHcmFuZ2UvVm9pY2Vfb2ZfR29kPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9QZXJjeV9UcmV2ZWx5YW4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9jb21lVG9Db25zdWx0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvaW5jaWRlbnQ-Pj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9QZXJjeV9UcmV2ZWx5YW4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9nb1RvR2V0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvTml0cm91c19hY2lkX2FsdW1pbnVtPj4-Pj4=>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Windybank>	<http://kgc.knowledge-graph.jp/data/predicate/unwillingToGo>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/police>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvSG9sbWVzPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvaW5kaWNhdGU-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9EaXNndXN0Pj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/predicate/notDetect>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Not>	<http://kgc.knowledge-graph.jp/data/predicate/detect>
<http://kgc.knowledge-graph.jp/data/SilverBlaze/Holmes>	<http://kgc.knowledge-graph.jp/data/predicate/say>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9SZWFzb25pbmdfb2ZfUG9saWNlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZXF1YWxUbz4gPDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9GaXR6cm95X1NpbXBzb24-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9oaWRlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9TaWx2ZXJfQmxhemU-Pj4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvbGl2ZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvUmVzaWRlbnRQYXRpZW50L18-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9EZXByZXNzaW9uX29mX01hcGxldG9uPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvcmVjZWl2ZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvU2lsdmVyQmxhemUvcmFpbj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<http://kgc.knowledge-graph.jp/data/SilverBlaze/1896-02-01T21:00:00>
<http://kgc.knowledge-graph.jp/data/predicate/cannotDo>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#canNot>	<http://kgc.knowledge-graph.jp/data/predicate/do>
<http://kgc.knowledge-graph.jp/data/predicate/notLove>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Not>	<http://kgc.knowledge-graph.jp/data/predicate/love>
<http://kgc.knowledge-graph.jp/data/SpeckledBand/knee_of_Roylott>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf>	<http://kgc.knowledge-graph.jp/data/SpeckledBand/Roylott>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS8wNTc-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9BYm5vcm1hbGl0eT4gPGh0dHA6Ly93d3cudzMub3JnLzIwMDIvMDcvb3dsI05vdGhpbmc-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Thought_of_Holmes>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L0hvbG1lcz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3Rocm93PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L3RlbGVncmFtPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/SpeckledBand/by_falling_price_of_agricultural_products>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#partOf>	<http://kgc.knowledge-graph.jp/data/SpeckledBand/by_falling_price>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvSG9sbWVzPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc21lbGw-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9DaWdhcj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvSG9sbWVzPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9idXR0c19vZl9DaWdhcj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL1RoaW5faW5fc3BpdGVfb2ZfdGhlX2xlbmd0aD4gPGh0dHA6Ly93d3cudzMub3JnLzIwMDIvMDcvb3dsI05vdGhpbmc-Pj4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvQWRkcmVzc19vZl9Ib3ptYT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2V4aXN0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvUmVkb25fSGFsbF9TdHJlZXQ-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Sutherland>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvd2FsbF9vZl9iZWRyb29tX29mX0p1bGlhPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvbWFkZUJ5QnJvd25PYWtXaXRoSW5zZWN0SG9sZXM-IDxodHRwOi8vd3d3LnczLm9yZy8yMDAyLzA3L293bCNOb3RoaW5nPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/SilverBlaze/All_of_building>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/SilverBlaze/building>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvdGVsbD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvUmVzaWRlbnRQYXRpZW50L25hbWU-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/ResidentPatient/After_the_hanging_of_Blessington>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofPart>	<http://kgc.knowledge-graph.jp/data/ResidentPatient/After_the_hanging>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9OZWRfSHVudGVyPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvY2xvc2U-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1NpbHZlckJsYXplL0Rvb3Jfb2Zfc3RhYmxlPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9OZWRfSHVudGVyPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZHJpdmVPZmY-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1NpbHZlckJsYXplL0ZpdHpyb3lfU2ltcHNvbj4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L1JvdW5kaGF5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvY29tZV9vdXQ-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0Rldmlsc0Zvb3QvRW1vdGlvbj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EYW5jaW5nTWVuL0hvbG1lcz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3BvaW50PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EYW5jaW5nTWVuL0hhbmRndW4-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<http://kgc.knowledge-graph.jp/data/DancingMen/1903-08-06T16>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9QZXJjeV9UcmV2ZWx5YW4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9jb21lVG9Db25zdWx0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvaW5jaWRlbnQ-Pj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9CbGVzc2luZ3Rvbj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3NheT4gPDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvQmxlc3Npbmd0b24-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS93YW50VG9JbnZlc3Q-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9TZXZlcmFsX3Rob3VzYW5kX2ludmVzdG1lbnRfZ29sZD4-Pj4-Pj4=>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9Ib2xtZXM-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS90YWtlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9sZXR0ZXI-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9Ib2xtZXM-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9yZWFkX2Fsb3VkPiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0FiYmV5R3JhbmdlL1N0YW5sZXlfSG9wa2lucz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2Nhbm5vdFB1dD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQWJiZXlHcmFuZ2UvU2lyX0V1c3RhY2VfQnJhY2tlbnN0YWxsPj4-Pj4=>
<http://kgc.knowledge-graph.jp/data/SpeckledBand/rope_of_bell>	<http://kgc.knowledge-graph.jp/data/predicate/beDecorated>	<http://www.w3.org/2002/07/owl#Nothing>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9Kb2huX1N0cmFrZXI-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9uZWVkPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9XaWRlX3NwYWNlPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9Kb2huX1N0cmFrZXI-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9odXJ0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9TaWx2ZXJfQmxhemU-Pj4=>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0RhdmlkZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2NvbW1pdD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQ3Jvb2tlZE1hbi9zYW1lX3R5cGVfb2ZfY3JpbWU-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/CrookedMan/Holmes>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9jYXNlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZW1lcmdlPiA8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Holmes>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvU3V0aGVybGFuZD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3RoaW5rPiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0FDYXNlT2ZJZGVudGl0eS9XaW5keWJhbms-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9oYXBweT4gPGh0dHA6Ly93d3cudzMub3JnLzIwMDIvMDcvb3dsI05vdGhpbmc-Pj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
